GPCUSTID,BBDDate,BBDate,BBAmount,BBTransDesc
OLAFSSON8268   ,2-May-2017,27-May-2017,30.00,EPIV00000141475      
OLAUSSON1842   ,1-Jul-2017,25-Jul-2017,30.00,EPIV00000153237      
OLDSON57889    ,5-Jul-2017,1-Jan-1900,-30.00,WEBPMT0000109677     
OLENSLAGER56520,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149331      
OLIEKAN51719   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149270      
OLIVAN53444    ,1-Oct-2016,26-Oct-2016,30.00,EPIV00000104297      
OLIVAN53444    ,1-Jul-2016,26-Jul-2016,30.00,EPIV00000091142      
OLIVAN53444    ,1-Aug-2016,26-Aug-2016,30.00,EPIV00000095378      
OLIVAN53444    ,1-Sep-2016,26-Sep-2016,30.00,EPIV00000099763      
OLIVER2276     ,1-Apr-2013,25-Apr-2013,25.00,EPIV00000001305      
OLIVER2276     ,1-May-2013,25-May-2013,25.00,EPIV00000002696      
OLIVER2276     ,1-Dec-2012,25-Dec-2012,25.00,SCHED00006900        
OLIVER2276     ,1-Nov-2012,25-Nov-2012,25.00,SCHED00005043        
OLIVER2276     ,1-Jan-2013,25-Jan-2013,25.00,SCHED00008274        
OLIVER2276     ,1-Oct-2012,25-Oct-2012,25.00,SCHED00003961        
OLIVER2276     ,1-Sep-2012,25-Sep-2012,25.00,SCHED00002966        
OLIVER52559    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148677      
OLLIVIER51636  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150461      
OLSEN2277      ,1-Oct-2015,25-Oct-2015,25.00,EPIV00000057827      
OLSEN2277      ,1-Sep-2015,25-Sep-2015,25.00,EPIV00000055073      
OLSEN2520      ,1-Aug-2015,25-Aug-2015,30.00,EPIV00000053853      
OLSEN2520      ,1-Jul-2015,25-Jul-2015,30.00,EPIV00000051243      
OLSEN50783     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000147812      
OLSEN50834     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148810      
OLSEN52855     ,1-Mar-2017,26-Mar-2017,30.00,EPIV00000129830      
OLSEN53019     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148587      
OLSEN54015     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000153209      
OLSEN54508     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150394      
OLSEN57927     ,1-Mar-2017,26-Mar-2017,31.50,EPIV00000125108      
OLSEN57927     ,1-May-2017,26-May-2017,31.50,EPIV00000135986      
OLSEN57927     ,1-Jun-2017,26-Jun-2017,31.50,EPIV00000141637      
OLSEN57927     ,29-Jun-2017,24-Jul-2017,150.00,ETF  G. OLSEN        
OLSEN57927     ,1-Apr-2017,26-Apr-2017,31.50,EPIV00000130461      
OLSEN61114     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148757      
OLSON0652      ,1-Jul-2017,26-Jul-2017,15.00,EPIV00000149568      
OLSON3121      ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150251      
OLSON52131     ,1-Aug-2015,26-Aug-2015,30.00,EPIV00000052867      
OLSON52131     ,1-Jul-2015,26-Jul-2015,30.00,EPIV00000050306      
OLSON54458     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149593      
OLSON55034     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152927      
OLSON57424     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149443      
OLSON57793     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151844      
OLSON59616     ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000141857      
OLSON59616     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000147725      
OLSON6441      ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000142563      
OLSON6441      ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148451      
OLSON6441      ,1-May-2017,26-May-2017,30.00,EPIV00000136868      
OMAR56914      ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152759      
OMAR56914      ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000146720      
OMDAHL2279     ,1-Jun-2017,26-Jun-2017,10.00,EPIV00000141918      
OMDAHL2279     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000147786      
ON SITE CARE   ,5-Jul-2017,30-Jul-2017,163.00,EPIV00000153448      
ON SITE CARE   ,5-Apr-2017,30-Apr-2017,163.00,EPIV00000135888      
ON SITE CARE   ,5-May-2017,30-May-2017,163.00,EPIV00000141536      
ON SITE CARE   ,5-Jun-2017,30-Jun-2017,163.00,EPIV00000147396      
ONEAL55393     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151145      
OPENSHAW5222   ,1-Jan-2017,25-Jan-2017,30.00,EPIV00000117989      
OPENSHAW5222   ,1-Dec-2016,25-Dec-2016,30.00,EPIV00000113060      
OPENSHAW53985  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152595      
OPOULOS59583   ,1-Jul-2017,26-Jul-2017,15.00,EPIV00000151314      
OPPERMAN53397  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000147507      
ORAM2281       ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150902      
ORAM2281       ,1-May-2017,26-May-2017,5.00,EPIV00000139158      
ORAM2281       ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000144922      
ORBITAL ATK    ,31-Jan-2017,1-Jan-1900,-241.03,PYMNT00033040        
OREM CITY      ,6-Feb-2017,6-Feb-2017,0.50,UIA-1685             
OREM CITY      ,7-Jul-2017,6-Aug-2017,627.00,UIA-1825             
OREM CITY      ,7-Jul-2017,6-Aug-2017,1182.00,2890
ORGILL59972    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151402      
ORLANDI51239   ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000146898      
ORLANDI51239   ,1-May-2017,26-May-2017,30.00,EPIV00000141041      
ORLANDI51239   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152940      
ORONA61046     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149133      
ORR55085       ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151653      
ORRIS59177     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148018      
ORTEGA5944     ,1-Jul-2017,26-Jul-2017,15.00,EPIV00000147543      
ORTIZ53109     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152424      
ORTOLANI54346  ,1-Jul-2017,26-Jul-2017,31.50,EPIV00000149775      
ORTON0969      ,1-Jul-2017,26-Jul-2017,31.50,EPIV00000148097      
ORTON1972      ,1-Jul-2017,26-Jul-2017,31.50,EPIV00000152046      
ORTON53739     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152781      
ORTON56883     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148925      
ORTON60284     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150731      
OSGOOD54315    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149859      
OSIPENKO8827   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148950      
OSTENBERG57764 ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000153389      
OSTLER4433     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151625      
OSTLER57260    ,1-Jul-2017,26-Jul-2017,31.50,EPIV00000148230      
OSTRANDER50366 ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000153392      
OSTRANDER50366 ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000147338      
OSTRANDER612   ,1-Jul-2017,31-Jul-2017,30.00,EPIV00000151915      
OSWALD52050    ,1-Jul-2015,26-Jul-2015,30.00,EPIV00000049772      
OSWALD52050    ,1-Jun-2015,26-Jun-2015,30.00,EPIV00000047321      
OSWALD52050    ,1-Aug-2015,26-Aug-2015,30.00,EPIV00000052308      
OTTESON5180    ,1-Jul-2017,26-Jul-2017,13.50,EPIV00000148741      
OUZOUNIAN55025 ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150578      
OUZOUNIAN55025 ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000144604      
OVARD52536     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148890      
OVERBAUGH61069 ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152549      
OVERSTOCK      ,5-Jul-2017,30-Jul-2017,3830.00,EPIV00000153465      
OVERTON57980   ,16-Jun-2017,11-Jul-2017,150.00,ETF - A. OVERTON     
OVESON0893     ,1-Jun-2017,26-Jun-2017,15.00,EPIV00000142923      
OVESON0893     ,1-Jul-2017,26-Jul-2017,15.00,EPIV00000148824      
OWEN4283       ,16-Jun-2017,1-Jan-1900,-27.10,PYMNT00037032        
OWEN58681      ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149580      
OWENS4414      ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151365      
OWENS51436     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149321      
OWENS53180     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152745      
OWENS53180     ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000146706      
OWENS55859     ,1-Mar-2017,26-Mar-2017,30.00,EPIV00000127021      
OWENS55859     ,1-Apr-2017,26-Apr-2017,30.00,EPIV00000132443      
OWENS55859     ,15-Jun-2017,10-Jul-2017,300.00,SALES00003374        
OWENS55859     ,1-Feb-2017,26-Feb-2017,30.00,EPIV00000121767      
OYLER55450     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151860      
PACE56362      ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148918      
PACE9448       ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152349      
PACHECO4085    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149459      
PACHOLICK53830 ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000144562      
PACHOLICK53830 ,28-Jun-2017,23-Jul-2017,50.00,ETF M. PACHOLICK     
PACHOLICK53830 ,1-May-2017,26-May-2017,30.00,EPIV00000138814      
PACK50656      ,1-Mar-2017,26-Mar-2017,30.00,EPIV00000129619      
PACK52478      ,1-May-2017,26-May-2017,30.00,EPIV00000137283      
PACK52478      ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148896      
PACK52478      ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000142989      
PACK56605      ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000143902      
PACK56605      ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149841      
PACK7450       ,1-Mar-2017,26-Mar-2017,30.00,EPIV00000128323      
PACK7450       ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000145153      
PACK7450       ,1-Apr-2017,26-Apr-2017,30.00,EPIV00000133787      
PACK7450       ,1-May-2017,26-May-2017,30.00,EPIV00000139373      
PACKARD56128   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152555      
PACKARD8312    ,1-Jul-2017,26-Jul-2017,16.50,EPIV00000152701      
PACKER51810    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152402      
PACKER53459    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149815      
PACKER54365    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149837      
PACKER55634    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151067      
PACKER57773    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150742      
PACKER59313    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000147722      
PACKER7786     ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000142000      
PACKER7786     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000147870      
PACKHAM8708    ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000144869      
PACKHAM8708    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150850      
PACKWOOD1572   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150493      
PADIA56356     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151628      
PAETEC         ,7-Sep-2016,1-Jan-1900,-3.00,PYMNT00028887        
PAETEC         ,7-Jul-2017,7-Jul-2017,9005.00,2903
PAETEC         ,7-Jul-2017,7-Jul-2017,64989.38,UIA-1838             
PAETEC         ,5-May-2017,5-May-2017,8909.75,2844
PAETEC         ,8-Jun-2017,8-Jun-2017,68929.78,UIA-1810             
PAETEC         ,8-Jun-2017,8-Jun-2017,9362.74,2873
PAETEC         ,10-Apr-2017,1-Jan-1900,-5220.00,PYMNT00035208        
PAGE50468      ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000147756      
PAGE51751      ,1-Mar-2017,26-Mar-2017,30.00,EPIV00000127964      
PAGE51751      ,1-Apr-2017,26-Apr-2017,30.00,EPIV00000133413      
PAGE53503      ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152547      
PAGE55937      ,1-Mar-2016,26-Mar-2016,30.00,EPIV00000075844      
PAGE55937      ,1-Apr-2016,26-Apr-2016,30.00,EPIV00000079444      
PAGE57834      ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150926      
PAGE59150      ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149561      
PAHL55440      ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151448      
PAINTER56374   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148891      
PAINTER56374   ,1-May-2017,26-May-2017,30.00,EPIV00000137278      
PAINTER56374   ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000142984      
PAIZ2746       ,1-Jul-2017,25-Jul-2017,30.00,EPIV00000152430      
PALALIC52119   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150463      
PALMER51769    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000153185      
PALMER55176    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150021      
PALMER57693    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000147533      
PALMER60088    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151256      
PALMER60618    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149929      
PALMER61360    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152582      
PALMER9510     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000153068      
PARASKEVA1621  ,1-Jul-2017,25-Jul-2017,30.00,EPIV00000152280      
PARISH55632    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150128      
PARK51764      ,1-Jul-2017,26-Jul-2017,31.50,EPIV00000151917      
PARK53563      ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149897      
PARK56646      ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150962      
PARK60073      ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148589      
PARKE51428     ,1-Jul-2017,26-Jul-2017,31.50,EPIV00000151039      
PARKER2283     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152106      
PARKER3691     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149666      
PARKER56313    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149081      
PARKINSON5384  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151073      
PARKINSON54706 ,1-Aug-2016,26-Aug-2016,30.00,EPIV00000092424      
PARKINSON54706 ,1-Jul-2016,26-Jul-2016,30.00,EPIV00000088310      
PARKINSON57020 ,1-Jun-2017,26-Jun-2017,25.00,EPIV00000143237      
PARKINSON57020 ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149154      
PARKS52670     ,1-Aug-2016,26-Aug-2016,30.00,EPIV00000092903      
PARKS6971      ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151504      
PARR2287       ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148061      
PARRA0214      ,1-Jul-2017,26-Jul-2017,15.00,EPIV00000152078      
PARRA59759     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150540      
PARRY52085     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149672      
PARRY61117     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150266      
PARSON60136    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149242      
PARSONS55342   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149939      
PASCACIO1746   ,1-Jul-2017,26-Jul-2017,15.00,EPIV00000150166      
PASINSKY55532  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152787      
PASSEY59360    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148315      
PASSEY59360    ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000142430      
PATCH50524     ,1-Jul-2017,26-Jul-2017,31.50,EPIV00000150795      
PATCH59939     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149505      
PATEY52505     ,17-Nov-2016,1-Jan-1900,-106.50,WEBPMT0000077567     
PATINO56963    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148409      
PATRICK50639   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150615      
PATRICK51644   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149285      
PATRICK53421   ,1-Aug-2015,26-Aug-2015,30.00,EPIV00000054313      
PATRICK53421   ,1-Sep-2015,26-Sep-2015,30.00,EPIV00000057027      
PATRICK53421   ,1-Jul-2015,26-Jul-2015,30.00,EPIV00000051684      
PATRICK60420   ,1-Jun-2017,1-Jan-1900,-10.00,WEBPMT0000104190     
PATTEN1838     ,1-Jul-2017,25-Jul-2017,30.00,EPIV00000148366      
PATTEN59064    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148259      
PATTERSON53178 ,1-Jul-2017,26-Jul-2017,31.50,EPIV00000147774      
PATTERSON56708 ,1-Jul-2017,26-Jul-2017,31.50,EPIV00000151588      
PATTERSON57864 ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148470      
PATTERSON61397 ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149910      
PATTISON53509  ,1-Jul-2017,26-Jul-2017,31.50,EPIV00000151393      
PATTON50181    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000147627      
PAUL54872      ,1-Jul-2016,26-Jul-2016,31.50,EPIV00000090024      
PAULSEN58340   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149550      
PAULSEN61183   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149976      
PAXMAN56425    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149763      
PAY50813       ,5-May-2017,1-Jan-1900,-3.00,PYMNT00035882        
PAY50813       ,16-Jun-2017,1-Jan-1900,-30.00,PYMNT00037101        
PAYNE53394     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148022      
PAYNE55972     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151935      
PAYNE5625      ,1-Jul-2017,25-Jul-2017,30.00,EPIV00000152861      
PAYNE57221     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150876      
PAYSON CITY    ,7-Jul-2017,6-Aug-2017,481.00,2891
PAZ60935       ,1-Jun-2017,26-Jun-2017,31.50,EPIV00000144029      
PAZ60935       ,1-Jul-2017,26-Jul-2017,31.50,EPIV00000149978      
PEACOCK50526   ,1-Mar-2014,26-Mar-2014,30.00,EPIV00000017443      
PEACOCK50526   ,1-Feb-2014,26-Feb-2014,30.00,EPIV00000015695      
PEAL58596      ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151140      
PEASE4006      ,1-Jul-2017,25-Jul-2017,31.50,EPIV00000148077      
PEAY54658      ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000147983      
PEAY57459      ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000142454      
PEAY57459      ,1-May-2017,26-May-2017,30.00,EPIV00000136767      
PEAY57459      ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148342      
PECHARICH9149  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148762      
PECIUKAS4683   ,1-Oct-2013,25-Oct-2013,30.00,EPIV00000008656      
PECK55975      ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148071      
PECK57141      ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148797      
PECK60178      ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148150      
PECKHAM55726   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149625      
PECTOL53501    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152855      
PECTOL59414    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151718      
PEDERSEN60317  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149036      
PEDERSEN6707   ,1-Jul-2017,26-Jul-2017,31.50,EPIV00000149865      
PEDERSEN6707   ,1-Jun-2017,26-Jun-2017,31.50,EPIV00000146535      
PEDERSON55421  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152067      
PEDRAZA56456   ,1-Dec-2016,26-Dec-2016,30.00,EPIV00000112845      
PEDRAZA56456   ,1-Mar-2017,26-Mar-2017,30.00,EPIV00000125254      
PEDRAZA56456   ,1-Feb-2017,26-Feb-2017,30.00,EPIV00000122889      
PEDRAZA56456   ,15-Jun-2017,10-Jul-2017,300.00,ETF - J. PEDRAZA     
PEDROZA56181   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150324      
PEHRSON57908   ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000141879      
PEHRSON57908   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000147748      
PELISSIE3901   ,1-Jul-2017,25-Jul-2017,30.00,EPIV00000150057      
PELLOM0674     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152918      
PELTON55383    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149822      
PENROD54322    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150860      
PENTICO2708    ,1-Jul-2017,26-Jul-2017,15.00,EPIV00000150620      
PENTON61217    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150331      
PEREZ57601     ,1-Nov-2016,26-Nov-2016,31.50,EPIV00000106547      
PEREZ57601     ,1-Oct-2016,26-Oct-2016,31.50,EPIV00000101943      
PEREZ57601     ,1-Sep-2016,26-Sep-2016,31.50,EPIV00000097489      
PEREZ57601     ,1-Aug-2016,26-Aug-2016,31.50,EPIV00000093194      
PEREZ59058     ,1-Dec-2016,26-Dec-2016,30.00,EPIV00000110490      
PERKINS53679   ,1-Jul-2017,26-Jul-2017,31.50,EPIV00000151991      
PERKINS60144   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000147697      
PERKINS60263   ,1-Jul-2017,26-Jul-2017,31.50,EPIV00000153315      
PERKINS60613   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148307      
PERKINS60613   ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000142422      
PERL6200       ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151760      
PERRENOUD0996  ,1-Jul-2017,26-Jul-2017,15.00,EPIV00000150421      
PERRY CITY     ,5-Jul-2017,4-Aug-2017,120.00,EPIV00000153457      
PERRY54651     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000153393      
PERRY54870     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148771      
PERRY57831     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149346      
PERRY57905     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152911      
PERRY60648     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151005      
PESCHKE50566   ,1-May-2014,26-May-2014,30.00,EPIV00000020891      
PETER58208     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152996      
PETERS2291     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152844      
PETERS54751    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152609      
PETERS54751    ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000146580      
PETERSEN1637   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148978      
PETERSEN53140  ,1-Jul-2016,26-Jul-2016,30.00,EPIV00000088148      
PETERSEN53140  ,1-Jun-2016,26-Jun-2016,30.00,EPIV00000084195      
PETERSEN55484  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151676      
PETERSEN56439  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000147995      
PETERSEN57125  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149930      
PETERSEN60492  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150418      
PETERSON1326   ,1-May-2017,26-May-2017,15.00,EPIV00000138975      
PETERSON1326   ,1-Jun-2017,26-Jun-2017,15.00,EPIV00000144733      
PETERSON1326   ,21-Jun-2017,16-Jul-2017,300.00,ETF - J. PETERSON    
PETERSON1884   ,1-Jul-2017,25-Jul-2017,30.00,EPIV00000150746      
PETERSON2292   ,1-Mar-2017,25-Mar-2017,30.00,EPIV00000128408      
PETERSON2292   ,1-Apr-2017,25-Apr-2017,30.00,EPIV00000133876      
PETERSON2294   ,1-Feb-2015,25-Feb-2015,25.00,EPIV00000038272      
PETERSON2294   ,1-Jan-2015,25-Jan-2015,25.00,EPIV00000036155      
PETERSON2294   ,1-Dec-2014,25-Dec-2014,25.00,EPIV00000034067      
PETERSON2294   ,1-Oct-2014,25-Oct-2014,25.00,EPIV00000029996      
PETERSON2294   ,1-Nov-2014,25-Nov-2014,25.00,EPIV00000032012      
PETERSON2296   ,1-Aug-2012,1-Aug-2012,25.00,SRVCE00000002        
PETERSON2580   ,1-Jul-2017,26-Jul-2017,31.50,EPIV00000149333      
PETERSON2595   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151975      
PETERSON51593  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000153212      
PETERSON5187   ,1-Jul-2017,25-Jul-2017,30.00,EPIV00000152690      
PETERSON52740  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151525      
PETERSON53508  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149185      
PETERSON5365   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152875      
PETERSON53761  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152953      
PETERSON54381  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148074      
PETERSON56182  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148091      
PETERSON57789  ,1-Jul-2017,26-Jul-2017,31.50,EPIV00000149533      
PETERSON61153  ,1-Jul-2017,26-Jul-2017,31.50,EPIV00000150957      
PETERSON8096   ,1-May-2017,26-May-2017,30.00,EPIV00000141217      
PETERSON8096   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000153132      
PETERSON8096   ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000147082      
PETRIC2298     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000147864      
PETRO1357      ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151324      
PETRO1357      ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000145332      
PETROFF4803    ,1-Nov-2015,26-Nov-2015,31.50,EPIV00000061332      
PETROFF4803    ,1-Oct-2015,26-Oct-2015,31.50,EPIV00000058466      
PETROFF4803    ,1-Sep-2015,26-Sep-2015,31.50,EPIV00000055682      
PETT57550      ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000147433      
PETTERSEN51834 ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000153321      
PETTINGILL58363,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152753      
PETTIT54718    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150968      
PETTIT59444    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152315      
PETTIT59444    ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000146293      
PETTY8668      ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150221      
PHAM54602      ,1-Jun-2016,26-Jun-2016,30.00,EPIV00000085202      
